title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
We Hunt the Flame,Hafsah Faizal,9781529045178,Fiction,54,1,English,,"The bestselling TikTok sensation!
Set in a richly detailed world inspired by ancient Arabia, Hafsah Faizal's We Hunt the Flame is a breathtaking debut about discovery, conquering fear and taking identity into your own hands. Perfect for fans of Leigh Bardugo's Shadow and Bone series.
People lived because she killed. People died because he lived.
Zafira is the Hunter. Forced to disguise herself as a man, she risks everything to provide for her people.
Nasir is the Prince of Death. A feared assassin who is forever bound to the command of his father, the sultan.
Both are legends in their kingdom - but neither wants to be. And when Zafira embarks on a dangerous quest to return magic to their suffering land, Nasir is sent on a similar mission. But as their journey unfolds, an anvient evil begins to stir . . .
Don't miss the epic sequel and conclusion to the Sands of Arawiya duology, We Free The Stars.
*An instant New York Times bestseller*
*A BuzzFeed pick for 'YA Books You Absolutely Must Read This Spring'*",Pan Macmillan,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417872/rewaya_books/ywpvfjglzjrxjaoqskcp.webp,2797
The 143-Storey Treehouse,Andy Griffiths,9781529047882,Children Books,42,40,English,,"There are lots of laughs at every level in The 143-Storey Treehouse, from the number one Treehouse series from Andy Griffiths and Terry Denton.
They've added thirteen new levels to their Treehouse, including a word-o-matic (it knows every word in the whole world!); a recycling depot; a wrecking ball; a deep, dark cave with a real live, fire-breathing dragon; a complaining room; a spooky graveyard (where it's always midnight, even in the middle of the day); and a camping ground where you can have a nice, relaxing camping holiday.
Andy's been a bit stressed, so Terry has decided the perfect way for them to relax is to head up to their new camping ground level for a much-needed holiday. But it turns out to be not quite as relaxing as Terry originally planned . . .
Terry forgets to pack the tent and the food, their attempt at fishing ends in disaster, the spooky campfire stories are a little too spooky and then, to make matters worse, all of Andy's fellow campers start mysteriously disappearing.
Can Andy brave the dark, dark woods and rescue them in time to finish writing their next book?
Well, what are you waiting for? Come on up!",Pan Macmillan,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417874/rewaya_books/dlgudp0mcvf8awizc4z3.webp,2798
Renegades,Marissa Meyer,9781529023114,Fiction,54,18,English,,"Secret identities. Extraordinary powers.
She wants vengeance. He wants justice.
The Renegades are a syndicate of prodigies-humans with extraordinary abilities - who emerged from the ruins of a crumbled society and established peace and order where chaos reigned. As champions of justice, they remain a symbol of hope and courage to everyone . . . except the villains they once overthrew.
Nova has a reason to hate the Renegades, and she is on a mission for vengeance. As she gets closer to her target, she meets Adrian, a Renegade boy who believes in justice-and in Nova. But Nova's allegiance is to a villain who has the power to end them both.
From Marissa Meyer, author of the #1 New York Times bestselling Heartless, comes Renegades a high-stakes world of adventure, passion, danger, and betrayal.",Pan Macmillan,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417876/rewaya_books/hteelzt1auwgtmy7rgci.webp,2799
You Are a Champion: How to Be the Best You Can Be,Marcus Rashford,9781529068177,Children Books,60,30,English,,"I want to show you how you can be a champion in almost anything you put your mind to.
Marcus Rashford MBE is famous worldwide for his skills both on and off the pitch   but before he was a Manchester United and England footballer, and long before he started his inspiring campaign to end child food poverty, he was just an average kid from Wythenshawe, South Manchester. Now the nation's favourite footballer wants to show YOU how to achieve your dreams, in this positive and inspiring guide for life.
Written with journalist Carl Anka, You Are a Champion is packed full of stories from Marcus s own life, brilliant advice and top-tips from performance psychologist Katie Warriner. It will show you how to be the very BEST that you can be.
It shows kids how to:
- Be comfortable with who you are   you can't be a champion until you're happy being you!
- Dream big
- Practise like a champion
- Get out of your comfort zone and learn from your mistakes
- Navigate adversity in a positive way
- Find your team
- Use your voice and stand up for others
- Never stop learning
With an afterword by Tim S. Grover.
A book that unlocks the joy of reading:
From parents on social media:
'My 8 year old decided to finally read a book that wasn't school related.'
'Thank you for inspiring young readers.'
'Hates reading but bought his first book today.'",Pan Macmillan,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417877/rewaya_books/smwq3qtywob4sahdmjve.webp,2800
Think,Edward de Bono,9780091924096,Self Help,70,31,English,,"The world is full of problems and conflicts. So why can we not solve them? According to Edward de Bono, current thinking cannot solve world problems because current thinking is itself the problem. And this is getting worse: we are so accustomed to readily available information online that we search immediately for the answers rather than thinking about them. Our minds function like trying to drive a car using only one wheel. There's nothing wrong with that one wheel conventional thinking but we could all get a lot further if we used all four. De Bono examines why we think the way we do from a historical perspective and uses some of his famous thinking techniques combined with new ideas to show us how to change the way we think. If we strengthen our ability and raise our thinking level, other areas of our life both personal and business success will improve. De Bono is the master of the original big ""concept"" book and his enticement to us to use our minds as constructively as possible should appeal to a whole new generation of fans.",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417879/rewaya_books/zdhgbgots4guxpzeonsj.webp,2801
The Girl You Left Behind,Jojo Moyes,9780718157845,Fiction,54,42,English,,"DISCOVER THE PERFECT SUMMER READ . . . From the author of THE LAST LETTER FROM YOUR LOVER, now a major motion picture
The Girl You Left Behind is the hauntingly romantic and utterly irresistible weepy from Jojo Moyes, the author of the international bestsellers Me Before You, Still Me and The Giver of Stars.
'This won't disappoint. A masterclass in storytelling that fans of Me Before You will adore' Elle
___________
What happened to the girl you left behind?
France, 1916.
Sophie Lefevre must keep her family safe whilst her adored husband Edouard fights at the front. But when she is ordered to serve the German officers who descend on her hotel each evening, her home becomes a place of fierce tensions.
And from the moment the new Kommandant sets eyes on Sophie's portrait - painted by Edouard - a dangerous obsession is born, which will lead Sophie to make a dark and terrible decision . . .
Almost a century later, and Sophie's portrait hangs in the home of Liv Halston, a wedding gift from her young husband before he died. A chance encounter reveals the painting's true worth, and its troubled history.
A history that is about to resurface and turn Liv's life upside down all over again . . .
In The Girl You Left Behind two young women, separated by a century, are united in their determination to fight for what they love most - whatever the cost.
____________
'Another heart-stoppingly brilliant novel from Jojo Moyes' Closer
'Wonderfully well-written and completely engrossing . . . It will make you think long after you turn the final page' Daily Mail
'Quite simply one of the best books I've read' 5* reader review
'A truly beautiful book . . . will make you laugh, cry and ignore everyone around you as you won't be able to put it down!' 5* reader review
'Beware, once you pick up this book you will not be able to put it down!' 5* reader review",Penguin Books,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417880/rewaya_books/vg1bge7ydg0dw3hsmkzu.webp,2802
Never Eat Alone,"Keith Ferrazzi, Tahl Raz",9780241004951,Fiction,65,65,English,,"The bestselling business classic on the power of relationships, updated with in-depth advice for making connections in the digital world
'Don't walk . . . RUN to your closest bookstore. The most extraordinary and valuable book I've come across in a long, long time' Tom Peters
Do you want to get ahead in life? Climb the ladder to success?
Master networker Keith Ferrazzi says the secret is in reaching out to others. As he discovered early in life, what distinguishes highly successful people is the way they use the power of relationships - so that everyone wins.
Never Eat Alone: Expanded and Updated lays out the steps and mindset Ferrazzi uses to connect with thousands of colleagues, friends, and associates: people he has helped and who have helped him. This form of connecting to the world is based on generosity; Ferrazzi distinguishes gen uine relationship-building from crude glad-handing.
These practical, proven principles include: don't keep score (make sure other people get what they want, too); 'ping' constantly (reach out to your contacts all the time - not just when you need something); never eat alone ('invisibility' is a fate worse than failure); and become the 'king of content' (use social media to make meaningful connections).
In this classic, global bestseller you'll discover the timeless strategies used by the world's most connected people, from Bill Clinton to the Dalai Lama. And you'll learn how to transform your own network, career and life.
'A step-by-step way to build relationships with anyone. The tone is engaging and the advice practical' New York Times
'Cleverly mixes anecdotes with cogent advice and suggests concrete steps readers can take toward improvement' USA Today
Keith Ferrazzi is the founder and CEO of the training and con sulting company Ferrazzi Greenlight and a contributor to Inc., the Wall Street Journal, and Harvard Business Review. Earlier in his career, he was the CMO of Deloitte Consulting and of Starwood Hotels and Resorts, and the CEO of YaYa Media. He lives in Los Angeles.
Tahl Raz has written for Inc., the Jerusalem Post, the San Francisco Chronicle, and GQ. Raz lives in New York City.",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417882/rewaya_books/n1c2uikger9zd6pchkqm.webp,2803
To Kill a Mockingbird,Harper Lee,9781784870799,Fiction,48,41,English,,"Shoot all the Bluejays you want, if you can hit 'em, but remember it's a sin to kill a Mockingbird.'
Atticus Finch gives this advice to his children as he defends the real mockingbird of this classic novel - a black man charged with attacking a white girl. Through the eyes of Scout and Jem Finch, Lee explores the issues of race and class in the Deep South of the 1930s with compassion and humour. She also creates one of the great heroes of literature in their father, whose lone struggle for justice pricks the conscience of a town steeped in prejudice and hypocrisy.
This edition of one of the world's best-loved books features the original text.
**One of the BBC's 100 Novels That Shaped Our World**",Vintage,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417883/rewaya_books/vplaljivxa8drnbofhst.webp,2804
The Big Short,Michael Lewis,9780141983301,Fiction,42,0,English,,"The #1 New York Times bestseller: ""It is the work of our greatest financial journalist, at the top of his game. And it's essential reading.""?Graydon Carter, Vanity Fair
The real story of the crash began in bizarre feeder markets where the sun doesn't shine and the SEC doesn't dare, or bother, to tread: the bond and real estate derivative markets where geeks invent impenetrable securities to profit from the misery of lower- and middle-class Americans who can't pay their debts. The smart people who understood what was or might be happening were paralyzed by hope and fear; in any case, they weren't talking.
Michael Lewis creates a fresh, character-driven narrative brimming with indignation and dark humor, a fitting sequel to his #1 bestseller Liar's Poker. Out of a handful of unlikely-really unlikely-heroes, Lewis fashions a story as compelling and unusual as any of his earlier bestsellers, proving yet again that he is the finest and funniest chronicler of our time.",Penguin Books,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417885/rewaya_books/d7qb9efxih0ssypiql95.webp,2805
The Choice,Dr. Edith Eger,9781846045127,Non Fiction,65,0,English,,"THE AWARD-WINNING SUNDAY TIMES AND NEW YORK TIMES BESTSELLER
Even in hell, hope can flower
'I'll be forever changed by her story' - Oprah Winfrey
'Extraordinary ... will stick with you long after you read it' - Bill Gates
'One of those rare and eternal stories you don't want to end' - Desmond Tutu
'A masterpiece of holocaust literature. Her memoir, like her life, is extraordinary, harrowing and inspiring in equal measure' - The Times Literary Supplement
'I can't imagine a more important message for modern times. Eger's book is a triumph' - The New York Times
In 1944, sixteen-year-old ballerina Edith Eger was sent to Auschwitz. Separated from her parents on arrival, she endures unimaginable experiences, including being made to dance for the infamous Josef Mengele. When the camp is finally liberated, she is pulled from a pile of bodies, barely alive.
The horrors of the Holocaust didn't break Edith. In fact, they helped her learn to live again with a life-affirming strength and a truly remarkable resilience.
The Choice is her unforgettable story. It shows that hope can flower in the most unlikely places.",Ebury Publishing,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417886/rewaya_books/cnrpyhj6gjksdkfugraw.webp,2806
My Year of Rest and Relaxation,Ottessa Moshfegh,9781784707422,Fiction,60,2,English,,"THE TIKTOK SENSATION
Read THE razor-sharp satire that everyone is talking about...
On the surface ,our narrator has everything you could want in life. She's young, thin, pretty, a recent Columbia graduate and lives in an apartment on the Upper East Side of Manhattan paid for, like everything else, by her inheritance.
But there is a vacuum in her life and she's got the perfect solution. She's going to take a year under sedation to relax and hide away from the world.
What could possibly go wrong?
Blackly funny, merciless and compassionate, My Year of Rest and Relaxation, is the perfect read for fans of The Bell Jar by Sylvia Plath and The Seven Husbands of Evelyn Hugo by Taylor Jenkins Reid.
PRAISE FOR MY YEAR OF REST AND RELAXATION:
'The book that everyone is talking about' The Times
'Diamond-hard entertainment' Guardian
'Electrifying...compelling...Moshfegh's protagonist is an unlikely revolutionary' Vanity Fair",Vintage Publishing,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417888/rewaya_books/dt1g8sh6nmxqena3jyif.webp,2807
A Place for Us,Fatima Farheen Mirza,9781784707668,Fiction,54,0,English,,"** The New York Times bestseller **
'To be taken hostage by Fatima Mirza s heartrending and timely story is a gutting pleasure... She captures your mind and heart with an urgency that defies you to stop reading. I guarantee you will be different when you close the book' Sarah Jessica Parker
'I loved this book' Anne Tyler
'The depth of the storytelling and the beauty of the language makes this debut something to treasure' John Boyne
An Indian Muslim family is preparing for their eldest daughter's wedding. But as Hadia's marriage   one chosen of love, not tradition   gathers the family back together, there is only one thing on their minds: can Amar, the estranged younger brother of the bride, be trusted to behave himself after three years away?
A Place for Us tells the story of one family and all family life: of coming to terms with the choices we make, of reconciingly past and present and of how the smallest decisions can lead to the deepest betrayals.",Vintage Publishing,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417890/rewaya_books/bhypgso5pghnl2xt5suu.webp,2808
Daisy Jones and The Six,Taylor Jenkins Reid,9781787462144,Fiction,54,3,English,,"SOON TO BE AN AMAZON PRIME TV SERIES STARRING SAM CLAFLIN, RILEY KEOUGH AND CAMILA MORRONE
THE SUNDAY TIMES AND NEW YORK TIMES BESTSELLER
From the author of THE SEVEN HUSBANDS OF EVELYN HUGO and the bestselling MALIBU RISING
'I LOVE it . . . I can't remember the last time I read a book that was so fun' DOLLY ALDERTON
Everybody knows Daisy Jones and the Six.
From the moment Daisy walked barefoot on to the stage at the Whisky, she and the band were a sensation.
Their sound defined an era. Their albums were on every turntable. They played sold-out arenas from coast to coast.
Then, on 12 July 1979, it all came crashing down.
They were lovers, friends, brothers. But they were also rivals.
This is the story of their legendary rise and irrevocable fall. A story of ambition, desire, heartbreak and music.
Everyone was there. Everyone remembers it differently. Nobody knew why they split. Until now...
***
There are currently two different covers in stock of DAISY JONES AND THE SIX. The covers will be assigned to orders at random
***
'The verdict: Daisy Jones steals the limelight' STYLIST
'New obsession, incoming' TELEGRAPH
'I didn't want this book to end' FEARNE COTTON
'Utterly believable . . . fantastically enjoyable' THE TIMES
'Pitch perfect' SUNDAY TIMES
'Reads like an addictive Netflix documentary meets A Star Is Born - despite being utterly fictional. It's also a call-to-arms that when you find your niche, don't doubt, embrace it' EMERALD STREET
'Well observed, sensitively told . . . a great read' BBC
'A tremendously engaging, and completely believable tale of rock and roll excess... inventive, persuasive and completely satisfying' DYLAN JONES
'I spent a lost weekend in this book. Daisy Jones is an instant icon' ERIN KELLY
'DAISY JONES &amp; THE SIX is a transporting novel - at once a love story, a glimpse into the combustible inner workings of a rock-and-roll band, and a pitch-perfect recreation of the music scene of the Fleetwood Mac era. You'll never want it to end' CECILIA AHERN
'Once in a blue moon you get to discover a book you end up pressing upon many other people to read. Taylor Jenkins Reid has got every nuance, every detail exact and right. I loved every word' PAUL REES
'So brilliantly written I thought all the characters were real . . . I couldn't put it down' EDITH BOWMAN
'Explosive . . . a gorgeous novel and a ravishing read' SUNDAY EXPRESS
'Sex, drugs and rock 'n' roll? You bet, but it's Daisy's refusal to become a mere muse that powers this buzzy music-industry romance' MAIL ON SUNDAY
'The characters leap off the page, seducing you with their dramas, and making you wish the band was real' HEAT
'The heady haze of the 70s music scene, and a perfectly flawed Daisy, combine to create a fresh, rock n roll read. I loved it' ALI LAND, author of Good Me Bad Me",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417893/rewaya_books/f8n0meewpe01sxfniixk.webp,2809
The Winter of the Witch,Katherine Arden,9781785039737,Fiction,54,0,English,,"A magical and captivating coming of age novel set in medieval Russia - perfect for fans of Erin Morgenstern's The Night Circus and Philip Pullman's His Dark Materials.
One girl can make a difference...
Moscow is in flames, leaving its people searching for answers - and someone to blame. Vasilisa, a girl with extraordinary gifts, must flee for her life, pursued by those who blame their misfortune on her magic.
Then a vengeful demon returns, stronger than ever. Determined to engulf the world in chaos, he finds allies among men and spirits. Mankind and magical creatures alike find their fates resting on Vasya's shoulders.
But she may not be able to save them all.
'heart-stoppingly good...beautifully written, this adventure shimmers and shines with magic of all kinds. Unmissable.' Sunday Express
'If you're a lover of fairytales you are in for an absolute treat. It's truly magical' The Pool
'Katherine Arden's Winternight Trilogy isn't just good-it's hug-to-your-chest, straight-to-the-favourites-shelf, reread-immediately good, and each book just gets better. 'Laini Taylor",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417892/rewaya_books/m3vl3wc9pqdod6izklzr.webp,2809
"The Source : Open Your Mind, Change Your Life",Dr Tara Swart,9781785042003,Psychology,65,1,English,,"The Source marries universal truths with scientific rigor for a persuasive, important exploration of The Law of Attraction.' - Deepak Chopra MD
 [Like] the self-help success The Secret , but cooler and more sciencey.  - Evening Standard
Life-changing opportunities pass us by every day   now we can train our minds to seize them
Self-help books like The Secret promise that we can tap into the 'law of attraction' to control our destiny, simply by changing our thoughts. If we strip away the mystique, at the heart of this idea is a fundamental truth that is backed up by the latest breakthroughs in neuroscience: most of the things we want from life   health, happiness, wealth, love - are governed by our ability to think, feel and act; in other words, by our brain.
Dr Tara Swart, a neuroscientist and executive coach with a background in psychiatry, is convinced beyond all doubt of our ability to alter how our brains work - and transform our lives. In The Source , she draws on the latest cognitive science and her experience coaching highly successful people to reveal the secret to mastering our minds.
With a four-step plan to awaken the power of your brain, this unique guide to life combines science and spirituality in a way that is open-minded and practical. Discover how to:
- Challenge 'autopilot' thinking and rewire your brain's pathways to fulfil your potential
- Manifest the things you want by directing your energy towards your deepest values and ambitions
- Harness the power of visualisation to prime your brain to grab opportunities and take control of your future
- Attack life with confidence, dispel fear and avoid negative thinking
Unlock your potential today   you are just four steps away from building a new confident you.",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417895/rewaya_books/pzcswpv8hbnxilcour58.webp,2811
The Gift: 12 Lessons to Save Your Life,"Eger, Edith",9781846046278,Non Fiction,85,0,English,,"I will be forever changed by Dr Eger's story' OPRAH
This practical and inspirational guide to healing from the bestselling author of The Choice shows us how to release your self-limiting beliefs and embrace your potential.
The prison is in your mind. The key is in your pocket.
In the end, it's not what happens to us that matters most - it's what we choose to do with it. We all face suffering - sadness, loss, despair, fear, anxiety, failure. But we also have a choice; to give in and give up in the face of trauma or difficulties, or to live every moment as a gift.
Celebrated therapist and Holocaust survivor, Dr Edith Eger, provides a hands-on guide that gently encourages us to change the imprisoning thoughts and destructive behaviours that may be holding us back. Accompanied by stories from Eger's own life and the lives of her patients her empowering lessons help you to see your darkest moments as your greatest teachers and find freedom through the strength that lies within.
'An essential read for tough times' RANGAN CHATTERJEE
'Wise and provocative' THE DAILY MAIL",Ebury Publishing,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417897/rewaya_books/vlahuycnjxebtkllt5hs.webp,2812
The Gifts of Imperfection,Brene Brown,9781785043543,Non Fiction,85,2,English,,"In hardback for the first time, this tenth-anniversary edition of the game-changing #1 New York Times bestseller features a new foreword and brand-new tools to make the work your own.
For over a decade, Bren  Brown has found a special place in our hearts as a gifted mapmaker and a fellow traveller. She is both a social scientist and a kitchen-table friend whom you can always count on to tell the truth, make you laugh and, on occasion, cry with you. And what's now become a movement all started with The Gifts of Imperfection, which has sold more than two million copies in thirty-five different languages across the globe.
What transforms this book from words on a page to effective daily practices are the ten guideposts to wholehearted living. The guideposts not only help us understand the practices that will allow us to change our lives and families, they also walk us through the unattainable and sabotaging expectations that get in the way.
Bren  writes, ""This book is an invitation to join a wholehearted revolution. A small, quiet, grassroots movement that starts with each of us saying, 'My story matters because I matter.' Revolution might sound a little dramatic, but in this world, choosing authenticity and worthiness is an absolute act of resistance.""",Ebury Publishing,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417898/rewaya_books/seipinzgejtx0eidiqew.webp,2813
Away with the Penguins,Hazel Prior,9781784164249,Fiction,60,7,English,,"**Don't miss Granny McCreedy's brand-new adventure in Call of the Penguins - available now!**
A Richard &amp; Judy Book Club and BBC Radio 2 Book Club pick.
A truly feel-good book club read - a #1 bestseller in ebook and audio!
'This year's Eleanor Oliphant . . . Funny, bittersweet and wholly original.' Daily Express
Veronica McCreedy is about to have the journey of a lifetime . . .
Veronica McCreedy lives in a mansion by the sea. She loves a nice cup of Darjeeling tea whilst watching a good wildlife documentary. And she's never seen without her ruby-red lipstick.
Although these days Veronica is rarely seen by anyone because, at 85, her days are spent mostly at home, alone.
She can be found either collecting litter from the beach ('people who litter the countryside should be shot'), trying to locate her glasses ('someone must have moved them') or shouting instructions to her assistant, Eileen ('Eileen, door!').
Veronica doesn't have family or friends nearby. Not that she knows about, anyway . . . And she has no idea where she's going to leave her considerable wealth when she dies.
But today . . . today Veronica is going to make a decision that will change all of this.
'I love this gorgeous book. Unflinching, stubborn, funny and moving, Veronica is an unlikely heroine who will sneak in and capture your heart.' Trisha Ashley
Readers are falling in love with Away with the Penguins:
'Without a doubt the most delightful, joyous and uplifting book I've read so far this year . . . be prepared to fall in love.' *****
'A gloriously quirky and life affirming story of hope.' *****
'Oh how I loved this absolute gem of a book. Both heartbreaking and heartwarming.' *****",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417900/rewaya_books/ouxzhohpejd1kxwoknna.webp,2814
The Practice,Seth Godin,9780241470046,Business,85,1,English,,"From the bestselling author of Purple Cow and This is Marketing comes an elegant little book that will inspire artists, writers, and entrepreneurs to stretch and commit to putting their best work out into the world.
Creative work doesn't come with a guarantee. But there is a pattern to who succeeds and who doesn't. And engaging in the consistent practice of its pursuit is the best way forward.
Based on the breakthrough Akimbo workshop pioneered by legendary author Seth Godin, The Practice will help you get unstuck and find the courage to make and share creative work. Godin insists that writer's block is a myth, that consistency is far more important than authenticity, and that experiencing the imposter syndrome is a sign that you're a well-adjusted human. Most of all, he shows you what it takes to turn your passion from a private distraction to a productive contribution, the one you've been seeking to share all along.
With this book as your guide, you'll learn to dance with your fear. To take the risks worth taking. And to embrace the empathy required to make work that contributes with authenticity and joy.",Penguin Books,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417903/rewaya_books/qqkrmfiegga1g0yoc11x.webp,2815
The Conversation,Robert Livingston,9780241502860,Non Fiction,85,0,English,,"SHORTLISTED FOR THE FT MCKINSEY BUSINESS BOOK OF THE YEAR 2021
FT BEST BOOKS OF THE YEAR 2021
Racial divisions play out as starkly in the workplace as they do in wider society. What can YOU do to eradicate the bias and create a more diverse, inclusive and equitable environment?
""A one-stop resource for anyone wanting to understand the causes and manifestations of racism, to examine their own biases - and know what works to advance racial equity at work."" - FT
________________
Racial equity is achievable. But the honest conversations we need to have to foster that change can be uncomfortable - and are all too often avoided.
Drawing together years of academic research from the fields of psychology, sociology, management, and behavioural economics, Robert Livingston has created the ultimate solutions-oriented guide for those who want to transform the social order, but are unsure of how to go about it. With clarity, wit and deep understanding, The Conversation aims to combat this uncertainty by increasing confidence, capacity, and commitment to engaging in racial dialogue.
In helping us to better understand how effective discussion is key to resolving the problem of racism in society and the workplace, The Conversation is an essential tool for uprooting entrenched biases and transforming well-intentioned statements on diversity into concrete actions and measurable outcomes.
________________
""A critical resource for those committed to combating bias and expanding inclusion and belonging.""
-Brian Chesky, CEO of AirBnb
""An absolutely critical contribution to the much needed efforts to understand and combat racism in the corporate realm. Compulsory reading for all serious leaders and people who aspire to lead.""
- Nels Abbey, author of Think Like A White Man",Penguin Books,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417904/rewaya_books/sgw4onxrtzywzsejl0v2.webp,2816
The Hero Code,Admiral William H. McRaven,9781847943637,Self Help,75,1,English,,"From the Sunday Times bestselling author of Make Your Bed: ten lessons on overcoming barriers, building confidence and finding new inspiration and motivation.
In the course of his distinguished career Admiral William H. McRaven has met some truly exceptional people, from the men and women he served alongside in the Navy SEALS, to inspiring doctors, scientists, politicians and philanthropists. Drawing on stories of their incredible strength, humility and courage, Admiral McRaven has distilled the Hero Code - the ten habits that make ordinary people capable of extraordinary things.
This book will show how we can all persevere to rise above our failures, use humour as a source of strength and inspire trust through integrity, as well as offering practical advice on rising to the occasion, coping with setbacks and becoming our best selves.
Above all, this book offers simple and practical wisdom that we can all use to find encouragement, inspiration and optimism for the new year.",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417906/rewaya_books/wbxtbxslgzhxbxlk9hkq.webp,2817
The Bomber Mafia,Malcolm Gladwell,9780241535868,Psychology,85,1,English,,"A  truly compelling  (Good Morning America) New York Times bestseller that explores how technology and best intentions collide in the heat of war from the creator and host of the podcast Revisionist History.
In The Bomber Mafia, Malcolm Gladwell weaves together the stories of a Dutch genius and his homemade computer, a band of brothers in central Alabama, a British psychopath, and pyromaniacal chemists at Harvard to examine one of the greatest moral challenges in modern American history.
 
Most military thinkers in the years leading up to World War II saw the airplane as an afterthought. But a small band of idealistic strategists, the  Bomber Mafia,  asked: What if precision bombing could cripple the enemy and make war far less lethal?  
 
In contrast, the bombing of Tokyo on the deadliest night of the war was the brainchild of General Curtis LeMay, whose brutal pragmatism and scorched-earth tactics in Japan cost thousands of civilian lives, but may have spared even more by averting a planned US invasion. In The Bomber Mafia, Gladwell asks,  Was it worth it? 
 
Things might have gone differently had LeMay s predecessor, General Haywood Hansell, remained in charge. Hansell believed in precision bombing, but when he and Curtis LeMay squared off for a leadership handover in the jungles of Guam, LeMay emerged victorious, leading to the darkest night of World War II. The Bomber Mafia is a riveting tale of persistence, innovation, and the incalculable wages of war.",Penguin Books,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417908/rewaya_books/n3atz5u3tmddydxrjt4d.webp,2818
Project Hail Mary,Andy Weir,9781529100624,Fiction,75,0,English,,"As Seen On Barack Obama'S 2021 Summer Reading List'The Most Enjoyable Hard Sf I Have Read In Years' The Guardianout Now From The Bestselling Author Of The Martian'Weir'S Finest Work To Date. . . This Is The One Book I Read Last Year That I Am Certain I Can Recommend To Anyone, No Matter Who, And Know They'Ll Love It.' Brandon Sanderson'If You Like A Lot Of Science In Your Science Fiction, Andy Weir Is The Writer For You. . . This One Has Everything Fans Of Old School Sf Like Me Love.' George R.R. Martin'Brilliantly Funny And Enjoyable. One Of The Most Plausible Science Fiction Books I'Ve Ever Read' Tim Peake, Astronaut________________________________________A Lone Astronaut.An Impossible Mission.An Ally He Never Imagined.Ryland Grace Is The Sole Survivor On A Desperate, Last-Chance Mission - And If He Fails, Humanity And The Earth Itself Will Perish.Except That Right Now, He Doesn'T Know That. He Can'T Even Remember His Own Name, Let Alone The Nature Of His Assignment Or How To Complete It.All He Knows Is That He'S Been Asleep For A Very, Very Long Time. And He'S Just Been Awakened To Find Himself Millions Of Miles From Home, With Nothing But Two Corpses For Company.His Crewmates Dead, His Memories Fuzzily Returning, Ryland Realizes That An Impossible Task Now Confronts Him. Hurtling Through Space On This Tiny Ship, It'S Up To Him To Puzzle Out An Impossible Scientific Mystery-And Conquer An Extinction-Level Threat To Our Species.And With The Clock Ticking Down And The Nearest Human Being Light-Years Away, He'S Got To Do It All Alone.Or Does He?An Irresistible Interstellar Adventure As Only Andy Weir Could Imagine It, Project Hail Mary Is A Tale Of Discovery, Speculation, And Survival To Rival The Martian -- While Taking Us To Places It Never Dreamed Of Going.________________________________________'One Of The Most Original, Compelling, And Fun Voyages I'Ve Ever Taken.' Ernest Cline, Author Of Ready Player One And Ready Player Two'Undisputedly The Best Book I'Ve Read In A Very, Very Long Time. Mark My Words: Project Hail Mary Is Destined To Become A Classic.' Blake Crouch'An Unforgettable Story Of Survival And The Power Of Friendship - Nothing Short Of A Science-Fiction Masterwork.' Kirkus Reviews'A Suspenseful Portrait Of Human Ingenuity And Resilience [That] Builds To An Unexpectedly Moving Ending. A Winner.' Publishers Weekly'Weir Returns With Gusto . . . His Writing Flows Naturally, And His Characters And Dialogue Crackle With Energy. With This Novel, He Takes His Place As A Genuine Star In The Mainstream Sf World.' Booklist",Random House,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788417910/rewaya_books/srw5rirzu19daizbwx84.webp,2819
