title,author,isbn,categoryName,price,stock,language,ribbon,description,publisher,coverImage,sortOrder
G/N Stories From The Quran (Arabic),Saniyasnain Khan,9789386589002,Islamic;Today's Deals,60,242,Arabic,,"Let your children fly on their dreams with the book, Goodnight Stories from the Quran. These stories are accompanied with wonderful illustrations that make them enjoyable read for children as well as adults. These stories are perfect bedtime stories to relax your little one's mind, organize your thoughts at one point and learn more about Muslims' cultural behaviour and their practices. This book is illustrated beautifully for the readers to understand the stories with better knowledge.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413627/rewaya_books/qokqhkz3eiid9gjmmk4a.webp,72
I Am Learning About.. EId-ul- Fitr,Saniyasnain Khan,9788178980669,Islamic,10,70,English,,"Eid, which means 'happiness' is the most joyous festival of the Muslim calendar. Eid-ul-Fitr is the first day after the month-long fasting of Ramadhan. Muslims throughout the world prepare for this day. They give food and money to the poor. They clean their homes, wear their best clothes and prepare special sweets for the family and friends. they also attend special Eid prayers in the Mosque or in an open area. Thisbook on Eid-ul-Fitr tells the story of two young children living in London and how they celebrate their Eid.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413628/rewaya_books/nlhprx5igxnwl10ihikd.webp,73
The Emir and the Verse of the Throne,Fawzia Gilani,9788178983103,Islamic,10,9,English,,A rich emir loses his most prized possession � a tapestry of the Verse of the Throne � Ayat-ul- Kursi. Messengers are sent throughout the land to find another like it. One is found but it belongs to a poor orphan. Sadly the orphan gives up his tapestry with a heavy heart. But before he does he write a secret note to the Emir. (Suitable for K � 4).,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413628/rewaya_books/fjtnxcy0sx711oyvcxrf.webp,74
Owl and the Dawn Prayer,Hediyah Al-Amin,9788178982984,Islamic,10,13,English,,Owl and the Dawn Prayeris a beautifully illustrated fun story that introduces children to the dawn prayer of the in a creative and lighthearted manner. With cute animal characters and a simple yet beautiful narrative this easy reader makes a great reading that will captivate young children as they become aware ofthe world around them and their place in it as one of God's creatures.,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413629/rewaya_books/ulowy21fipkreilmcwjd.webp,75
Tell Me About the Creation (PB),Harun Yahya,9788178980478,Islamic,35,5,English,,"Apart from this book being informative, its sincere and lucid style gives it a distinctiveness which makes a powerful impact upon the reader. Author Harun Yahya has given considerable time and effort to present the logical and Islamic perspective on this subject. An important book for teens and also for adults to help their kids understand the reality and truth of creation.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413630/rewaya_books/piqmdxiskdskmuh6howv.webp,76
Min Rawae Kassas Al Quran,Saniyasnain Khan,9789389766271,Islamic,70,226,Arabic,,"Best-Loved Quran Stories is a collection of more than 20 Quran stories to read, love and cherish. The easy-to-read text and bright, full-colour illustrations on every page make this book a perfect way to introduce little ones to the stories, prayers and teachings of the Quran. The simple, short and beautifully narrated stories highlight key aspects of the Quran- love, humility, obedience, patience and trust. Full of faith, teachings and fun, Best-Loved Quran Stories is a wonderful gift for any child.t-Loved Quran Stories is a collection of more than 20 Quran stories to read, love and cherish. The easy-to-read text and bright, full-colour illustrations on every page make this book a perfect way to introduce little ones to the stories, prayers and teachings of the Quran. The simple, short and beautifully narrated stories highlight key aspects of the Quran- love, humility, obedience, patience and trust. Full of faith, teachings and fun, Best-Loved Quran Stories is a wonderful gift for any child.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413631/rewaya_books/jxwps35dpnlchygbqxca.webp,77
Quranic Verses - An Inspiirational,Saniyasnain Khan,9789386589408,Islamic,50,11,English,,"The Almighty brings each new day to give us the opportunity to grow, learn and start afresh. Every day, as you make your way through the many challenges of life, let the verses of the Quran guide you, comfort you and inspire you. Let these 365 verses help you discover the wisdom of the Quran and live life better.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413632/rewaya_books/mg7brlnuwop7csruf3l1.webp,78
The Quran Premium Gift,Maulana Wahiduddin Khan,9789351791164,Islamic;Quran,80,2,Arabic,,The Quran Premium Gift,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413633/rewaya_books/liknqpwazidoqdejbani.webp,79
Board Book-The Story Of Ph Salih,Saniyasnain Khan,9789351791195,Islamic,30,234,English,,This delightful board book is aperfect gift for little children. TheQuran story of Prophet Salihcomes with beautiful illustrationsand engaging text. The story hasa moral in the end.,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413634/rewaya_books/b7ptrgt3ewgugq8eynsu.webp,80
Board Book-The Story Of Ph Hud,Saniyasnain Khan,9789386589675,Islamic,30,304,English,,"This delightful board book is a perfect gift for little children. TheQuran story of Prophet Hud and the great builders of Ad, comes withengaging illustrations, simple text and a moral in the end of the story.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413635/rewaya_books/wkg3tcwoeup8pirxqqjj.webp,81
Board Book-The Story Of Ph Ayyub,Saniyasnain Khan,9789351791218,Islamic,30,248,English,,This delightful board book is aperfect gift for little children. TheQuran story of Prophet Ayyubcomes with charming illustrationsand engaging text. The story has amoral in the end.,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413637/rewaya_books/yihc7nq8ywqp2qrpchhy.webp,82
Board Book - Ph Sulaiman And The Queen Of Saba,Saniyasnain Khan,9789386589972,Islamic,30,161,English,,"This delightful board book is a perfectgift for little children. The Quran storyof Prophet Sulaymanand theQueen of Saba, comes with beautifulillustrations and engaging text. Thestory has a moral in the end.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413638/rewaya_books/rmlidho4j713fd7urc9d.webp,83
Allah. The Giver Of All Goodness,Saniyasnain Khan,9788178987750,Islamic,10,86,English,,"The Quran is full of exciting stories, adventures, teachings and prayers, which show Allah's love for us and explain what He requires from us as believers in and as sincere servants of our Creator.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413639/rewaya_books/yqj7ubaz529mfvlfuvmg.webp,84
Sahabah Quiz,Saniyasnain Khan,9789389766158,Islamic,15,89,English,,"Sahabah Quiz Cards, with their insightful multiple choice questions on fascinating topics, are perfect for the classroom, holidays or simply playing at home with your friends and family! The questions, based on facts, trivia relating to the lives of the companions of the Prophet, range over, early Muslims; friends of the Prophet; the firstmuaddhin; revelation and compilation of the Quran and their mission to spread Islam.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413640/rewaya_books/vn2g69zfeynwmygzlroo.webp,85
Learn about the Quran Quiz,Saniyasnain Khan,9789389766134,Islamic,15,20,English,,"Take a wonderful journey of learning with ""Learn About the Quran Quiz Cards."" These interactive and entertaining quiz cards provide a fascinating look at the Quran, Islam's holy book. These cards give a thorough and pleasant approach to learn more about the Quran's history, lessons, and relevance, whether you're a newbie to the Quran, a curious learner, or someone wishing to enhance your understanding. Recognizing the Quran Begin your adventure by learning the fundamentals. Learn about the Quran, its divine origins, and its distinctive traits. Learn more about how it serves as a guide for Muslims all throughout the world. The Revelations of the Quran Dive into the interesting narrative of the Prophet Muhammad's (peace be upon him) revelation of the Quran. Discover Angel Gabriel's crucial part and the 23-year-long slow disclosure process. The Structure and Language of the Quran Investigate the Quran's elegant language, literary style, and distinct structure. Learn about Tajweed, the rules that regulate Quranic pronunciation and recitation. Themes and Topics Discover the Quran's wide range of topics, from theology and morals to accounts of former prophets and practical advice. Discover how the Quran handles numerous facets of human life. Life Guidance from the Quran Learn about the practical direction the Quran provides for daily living. Investigate issues such as ethics, family life, charity, and justice, and discover how the Quran molds Muslims' moral compass. Recitation and preservation Learn about the Quran's remarkable preservation and the art of Quranic recitation. Recognize the significance of oral transmission and its function in preserving the text's integrity.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413641/rewaya_books/o6uqthmsoy1tprotqf77.webp,86
Sahabiyat Quiz,Saniyasnain Khan,9789389766141,Islamic,15,120,English,,"Sahabiyat Quiz Cards, with their insightful multiple choice questions on fascinating topics, are perfect for the classroom, holidays or simply playing at home with your friends and family! The questions, based on facts, trivia relating to the lives of the female companions of the Prophet, range over Khadijah, the first Muslim; Aisha, the learned lady; daughters of the Prophet and much more.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413642/rewaya_books/d5kuvdgta48tozcdsyil.webp,87
People of the Quran Quiz,Saniyasnain Khan,9789389766127,Islamic,15,10,English,,"People of the Quran Quiz Cards, with their insightful multiple-choice questions on fascinating topics, are perfect for the classroom, holidays or simply playing at home with your friends and family! The questions, based on facts, trivia relating to people mentioned in the Quran, range over, Zayd, the only companion mentioned in the Quran; angel Israfil, who will blow the trumpet on the Doomsday; Asiyah, the wife of the Pharaoh and much more.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413643/rewaya_books/xlsumchv708g2rqfpuz5.webp,88
Awesome Quran Quiz,Saniyasnain Khan,9789389766165,Islamic,15,20,English,,"Awesome Quran Quiz Cards, with their insightful multiple choice questions on fascinating topics, are perfect for the classroom, holidays or simply playing at home with your friends and family! The questions, based on facts, trivia relating to the Quran, range over the Prophet Adam, Qarun, Abrah's army of elephants, the Kabah, the first house of worship and much more.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413644/rewaya_books/owdhc3nmsqp6czt6byxv.webp,89
Lands of the Quran Quiz,Saniyasnain Khan,9789389766110,Islamic,15,10,English,,"Lands of the Quran Quiz Cards, with their insightful multiple-choice questions on fascinating topics, are perfect for the classroom, holidays or simply playing at home with your friends and family! The questions, based on facts, trivia relating to the places and landscapes mentioned in the Quran or related to the Prophet Muhammad, range over Mount Sinai, where Prophet Musa received the Torah; Jerusalem, from where the Prophet went on to Meraj; Ad, the city of lofty pillars and much more.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413645/rewaya_books/wnvbwz0m9aeh5pdxa1p6.webp,90
Children's Quran Stories A Classic Treasury,Saniyasnain Khan,9789394886261,Islamic,70,66,English,,"Children�s Quran Stories is a collection of more than 20 Quran stories to read, love and cherish. The easy-to-read text and bright, full-colour illustrations on every page make this book a perfect way to introduce little ones to the stories, prayers and teachings of the Quran. The simple, short and beautifully narrated stories highlight key aspects of the Quran� love, humility, obedience, patience and trust. Full of faith, teachings and fun, Children�s Quran Stories is a wonderful gift for any child.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413646/rewaya_books/duebsdl6yt14mlovsodz.webp,91
The Junior Encyclopedia of Islam,Saniyasnain Khan,9788187570745,Islamic,35,45,English,,"This Junior Encyclopaedia of Islam presents the young reader with a comprehensive, clear and stimulating guide to Islam.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413647/rewaya_books/lhmzvpjabwfwgyfqlibs.webp,92
Living In Gods Glory,Maulana Wahiduddin Khan,9789394886384,Islamic,20,4,English,,The beauty of this world will remind him of God's beauty; the greatness of natural phenomena impresses on him the greatness of the One who created them. So absorbed will he be in the glory of God that he will love nothing more than to spend his time singing the praises of the Lord.,GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413648/rewaya_books/s9o3vz1p8eddretqw6mg.webp,93
The Life Of Muhammad Wisdom And Spritual,Maulana Wahiduddin Khan,9788185063843,Islamic,20,5,English,,"This comprehensive biography of the Prophet illuminates the reader about the person Muhammad was, the Character he possessed, how he lived among people and the thoughts that concerned him the most. The author offers insight into the wisdom and principles the Prophet adopted that brought him outstanding success. In The Life of Muhammad, the reader will discover the meaning of having trust in God Almighty, how to show humility even in victory and the way to sppiritual transformation. The book is essential about the path the Prophet would expect his followers to walk on today.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413649/rewaya_books/voghjixwa7qn75r1nrte.webp,94
Leading A Spiritual Life,Maulana Wahiduddin Khan,9789351791515,Islamic,22,8,English,,"This book's purpose is to cultivate a spiritual mindset in its readers. The author contends that achieving spirituality doesn't require retreating to the wilderness; instead, one should live amidst worldly activities, learning to transform material events into spiritual ones. The author advises, 'To live spiritually, master the art of extraction: derive spiritual essence from material things.' This will provide spiritual nourishment, enabling personal spiritual growth. The book's chapters guide readers through daily challenges like failure, stress, unhappiness, and conflict, making spiritual living accessible and relevant.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413649/rewaya_books/z9dilnbyuehjhownx52s.webp,95
Quranic Wisdom,Maulana Wahiduddin Khan,9789351790518,Islamic,20,3,English,,"In the audiobook�Quranic Wisdom, the author Maulana Wahiduddin Khan explains that if you read the Quran, you will find that it gives wisdom on all of the subjects relating to human beings. This audiobook uses verses from the Quran and reflects on topics that everyone can relate to.",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413650/rewaya_books/kmzyve5l66iptibasp8e.webp,96
The Secret Of Success,Maulana Wahiduddin Khan,9788194309581,Islamic,20,2,English,,"The various examples offered by the author in this book help enlighten and reveal the latent potentialities and inner reserves of a human being. In usual, ordinary circumstances one�s energies are in a dormant state, but the moment a person experiences a situation of challenge or a shock, the mind brainstorms in remarkable ways, channelizing itself in directions and surmounting hurdles one had never imagined one could go past. The book, through practical experiences, provides illumination to an individual about the tremendous power and capacity that one encloses within oneself. Instead of becoming dejected and dispirited, one should reflect and seek creative ways in which one can put to use one�s inner reserves",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413651/rewaya_books/ohkyjmfdmcx0cmm4oyye.webp,97
365 Days with the Quran - Arabic (HB),Saniyasnain Khan,9789389766417,Islamic,90,93,Arabic,,"365 Days with the Quran is a richly illustrated collection of 365 great Quran stories, which takes children on a spiritual, day-by-day journey throughout the incredible, heartwarming and inspiring stories and facts about the people, places, and events mentioned in the Quran. It is a unique experience which the whole family will cherish and revisit again and again!",GOOD WORD BOOKS,https://res.cloudinary.com/dd3xuuch6/image/upload/v1788413652/rewaya_books/aotlnhpq5dtbkjj8w5zk.webp,98
